# flux sigma t
     0.983896   0.00300000      0.00000
     0.977809   0.00300000   0.00710227
     0.989462   0.00300000    0.0142045
     0.985686   0.00300000    0.0213068
     0.983972   0.00300000    0.0284091
     0.985573   0.00300000    0.0355114
     0.988465   0.00300000    0.0426136
     0.985240   0.00300000    0.0426136
     0.991727   0.00300000    0.0497159
     0.988148   0.00300000    0.0568182
     0.991717   0.00300000    0.0639205
     0.992783   0.00300000    0.0710227
     0.988703   0.00300000    0.0781250
     0.994252   0.00300000    0.0852273
     0.996364   0.00300000    0.0923295
     0.991850   0.00300000    0.0994318
     0.995029   0.00300000    0.0994318
     0.997062   0.00300000     0.106534
     0.997949   0.00300000     0.113636
     0.997673   0.00300000     0.120739
     0.996048   0.00300000     0.127841
      1.00086   0.00300000     0.134943
      1.00168   0.00300000     0.142045
      1.00033   0.00300000     0.149148
      1.00401   0.00300000     0.156250
     0.999778   0.00300000     0.156250
     0.999954   0.00300000     0.163352
     0.997721   0.00300000     0.170455
      1.00099   0.00300000     0.177557
      1.00623   0.00300000     0.184659
      1.00352   0.00300000     0.191761
      1.00031   0.00300000     0.198864
      1.00282   0.00300000     0.205966
      1.00379   0.00300000     0.213068
     0.995256   0.00300000     0.213068
      1.00090   0.00300000     0.220170
     0.996400   0.00300000     0.227273
      1.00016   0.00300000     0.234375
     0.999851   0.00300000     0.241477
     0.999719   0.00300000     0.248580
     0.999661   0.00300000     0.255682
      1.00324   0.00300000     0.262784
      1.00395   0.00300000     0.269886
      1.00368   0.00300000     0.269886
     0.998401   0.00300000     0.276989
      1.00625   0.00300000     0.284091
     0.999456   0.00300000     0.291193
      1.00058   0.00300000     0.298295
      1.00061   0.00300000     0.305398
      1.00156   0.00300000     0.312500
      1.00052   0.00300000     0.319602
     0.998849   0.00300000     0.326705
     0.997456   0.00300000     0.326705
     0.996828   0.00300000     0.333807
      1.00060   0.00300000     0.340909
     0.999007   0.00300000     0.348011
     0.998331   0.00300000     0.355114
     0.999225   0.00300000     0.362216
      1.00282   0.00300000     0.369318
     0.997422   0.00300000     0.376420
     0.999210   0.00300000     0.383523
      1.00005   0.00300000     0.383523
      1.00496   0.00300000     0.390625
      1.00515   0.00300000     0.397727
      1.00322   0.00300000     0.404830
      1.00492   0.00300000     0.411932
      1.00287   0.00300000     0.419034
     0.998653   0.00300000     0.426136
      1.00351   0.00300000     0.433239
      1.00417   0.00300000     0.440341
      1.00443   0.00300000     0.440341
      1.00570   0.00300000     0.447443
      1.00369   0.00300000     0.454545
      1.00765   0.00300000     0.461648
      1.00149   0.00300000     0.468750
      1.00607   0.00300000     0.475852
      1.00288   0.00300000     0.482955
      1.00087   0.00300000     0.490057
      1.00372   0.00300000     0.497159
      1.00443   0.00300000     0.497159
      1.00581   0.00300000     0.504261
      1.00577   0.00300000     0.511364
      1.00139   0.00300000     0.518466
     0.999538   0.00300000     0.525568
     0.998172   0.00300000     0.532670
      1.00066   0.00300000     0.539773
     0.997914   0.00300000     0.546875
     0.995617   0.00300000     0.553977
     0.997038   0.00300000     0.553977
     0.993724   0.00300000     0.561080
      1.00271   0.00300000     0.568182
     0.996350   0.00300000     0.575284
     0.995938   0.00300000     0.582386
     0.996307   0.00300000     0.589489
     0.999391   0.00300000     0.596591
      1.00214   0.00300000     0.603693
     0.998290   0.00300000     0.610795
     0.999190   0.00300000     0.610795
     0.995984   0.00300000     0.617898
     0.999223   0.00300000     0.625000
      1.00424   0.00300000     0.632102
      1.00393   0.00300000     0.639205
     0.996343   0.00300000     0.646307
      1.00241   0.00300000     0.653409
      1.00158   0.00300000     0.660511
      1.00254   0.00300000     0.667614
      1.00357   0.00300000     0.667614
      1.00453   0.00300000     0.674716
     0.996929   0.00300000     0.681818
     0.998426   0.00300000     0.688920
      1.00070   0.00300000     0.696023
      1.00285   0.00300000     0.703125
      1.00174   0.00300000     0.710227
      1.00256   0.00300000     0.717330
      1.00142   0.00300000     0.724432
     0.999546   0.00300000     0.724432
      1.00743   0.00300000     0.731534
      1.00037   0.00300000     0.738636
      1.00128   0.00300000     0.745739
      1.00264   0.00300000     0.752841
      1.00176   0.00300000     0.759943
     0.999182   0.00300000     0.767045
      1.00008   0.00300000     0.774148
     0.997793   0.00300000     0.781250
      1.00333   0.00300000     0.781250
      1.00370   0.00300000     0.788352
      1.00030   0.00300000     0.795455
     0.996595   0.00300000     0.802557
     0.998621   0.00300000     0.809659
      1.00642   0.00300000     0.816761
      1.00017   0.00300000     0.823864
      1.00628   0.00300000     0.830966
      1.00871   0.00300000     0.838068
      1.00477   0.00300000     0.838068
     0.999405   0.00300000     0.845170
      1.00637   0.00300000     0.852273
      1.00673   0.00300000     0.859375
      1.00746   0.00300000     0.866477
      1.00581   0.00300000     0.873580
      1.00703   0.00300000     0.880682
     0.998202   0.00300000     0.887784
      1.00414   0.00300000     0.894886
      1.00722   0.00300000     0.894886
      1.00961   0.00300000     0.901989
      1.00688   0.00300000     0.909091
      1.00627   0.00300000     0.916193
      1.00262   0.00300000     0.923295
      1.00755   0.00300000     0.930398
      1.00921   0.00300000     0.937500
      1.00923   0.00300000     0.944602
      1.00851   0.00300000     0.951705
      1.00401   0.00300000     0.951705
      1.00539   0.00300000     0.958807
      1.00780   0.00300000     0.965909
      1.01114   0.00300000     0.973011
      1.00977   0.00300000     0.980114
      1.00488   0.00300000     0.987216
      1.00580   0.00300000     0.994318
       1.00546   0.00300000      1.00142
      1.01043   0.00300000      1.00852
      1.00508   0.00300000      1.00852
      1.00644   0.00300000      1.01562
